,Event,Date,Winner,Fighter 1,Fighter 2,F1 Knockdown,F2 Knockdown,F1 Stike,F2 Strike,F1 Takedown,F2 Takedown,F1 Submission,F2 Submission,Weightclass,Result,Method,Round,Time
5703,UFC 122: Marquardt vs Okami,"November 13, 2010",Carlos Eduardo Rocha,Carlos Eduardo Rocha,Kris McCray,0,0,2,3,0,2,1,0,Welterweight,SUB,Kneebar,1,2:21
5704,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Cain Velasquez,Cain Velasquez,Brock Lesnar,2,0,31,9,1,1,0,0,Heavyweight,KO/TKO,Punches,1,4:12
5705,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Jake Shields,Jake Shields,Martin Kampmann,0,0,25,35,4,0,0,3,Welterweight,S-DEC,S-DEC,3,5:00
5706,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Diego Sanchez,Diego Sanchez,Paulo Thiago,0,0,48,36,2,1,0,4,Welterweight,U-DEC,U-DEC,3,5:00
5707,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Matt Hamill,Matt Hamill,Tito Ortiz,0,0,41,37,3,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5708,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Brendan Schaub,Brendan Schaub,Gabriel Gonzaga,1,0,53,37,0,0,0,1,Heavyweight,U-DEC,U-DEC,3,5:00
5709,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Court McGee,Court McGee,Ryan Jensen,0,1,60,36,2,1,1,0,Middleweight,SUB,ArmTriangle,3,1:21
5710,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Tom Lawlor,Tom Lawlor,Patrick Cote,0,0,49,6,5,0,3,0,Middleweight,U-DEC,U-DEC,3,5:00
5711,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Daniel Roberts,Daniel Roberts,Mike Guymon,0,0,2,0,1,0,1,0,Welterweight,SUB,AnacondaChoke,1,1:13
5712,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Sam Stout,Sam Stout,Paul Taylor,0,0,107,140,1,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
5713,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Chris Camozzi,Chris Camozzi,Dongi Yang,0,0,74,51,0,3,0,0,Middleweight,S-DEC,S-DEC,3,5:00
5714,UFC 121: Lesnar vs Velasquez,"October 23, 2010",Jon Madsen,Jon Madsen,Gilbert Yvel,0,0,18,0,1,0,0,0,Heavyweight,KO/TKO,Punches,1,1:48
5715,UFC 120: Bisping vs Akiyama,"October 16, 2010",Michael Bisping,Michael Bisping,Yoshihiro Akiyama,0,0,118,50,0,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
5716,UFC 120: Bisping vs Akiyama,"October 16, 2010",Carlos Condit,Carlos Condit,Dan Hardy,1,0,26,9,0,0,0,0,Welterweight,KO/TKO,Punch,1,4:27
5717,UFC 120: Bisping vs Akiyama,"October 16, 2010",Mike Pyle,Mike Pyle,John Hathaway,0,0,46,18,5,0,1,0,Welterweight,U-DEC,U-DEC,3,5:00
5718,UFC 120: Bisping vs Akiyama,"October 16, 2010",Draw,Cheick Kongo,Travis Browne,0,0,58,22,0,2,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
5719,UFC 120: Bisping vs Akiyama,"October 16, 2010",Claude Patrick,Claude Patrick,James Wilks,0,0,23,12,3,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5720,UFC 120: Bisping vs Akiyama,"October 16, 2010",Alexander Gustafsson,Alexander Gustafsson,Cyrille Diabate,1,0,28,11,2,0,3,0,Light Heavyweight,SUB,RearNakedChoke,2,2:41
5721,UFC 120: Bisping vs Akiyama,"October 16, 2010",Rob Broughton,Rob Broughton,Vinicius Queiroz,0,0,67,47,0,5,6,0,Heavyweight,SUB,RearNakedChoke,3,1:43
5722,UFC 120: Bisping vs Akiyama,"October 16, 2010",Paul Sass,Paul Sass,Mark Holst,0,0,2,3,0,0,4,0,Lightweight,SUB,TriangleChoke,1,4:45
5723,UFC 120: Bisping vs Akiyama,"October 16, 2010",Spencer Fisher,Spencer Fisher,Curt Warburton,0,0,68,45,1,1,2,2,Lightweight,U-DEC,U-DEC,3,5:00
5724,UFC 120: Bisping vs Akiyama,"October 16, 2010",Fabio Maldonado,Fabio Maldonado,James McSweeney,1,0,89,49,0,0,2,0,Light Heavyweight,KO/TKO,Punches,3,0:48
5725,UFC 119: Mir vs Cro Cop,"September 25, 2010",Frank Mir,Frank Mir,Mirko Filipovic,1,0,25,19,0,0,0,0,Heavyweight,KO/TKO,OKnee,3,4:02
5726,UFC 119: Mir vs Cro Cop,"September 25, 2010",Ryan Bader,Ryan Bader,Rogerio Nogueira,0,0,42,28,5,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5727,UFC 119: Mir vs Cro Cop,"September 25, 2010",Chris Lytle,Chris Lytle,Matt Serra,0,0,153,124,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5728,UFC 119: Mir vs Cro Cop,"September 25, 2010",Sean Sherk,Sean Sherk,Evan Dunham,0,0,38,75,5,0,0,7,Lightweight,S-DEC,S-DEC,3,5:00
5729,UFC 119: Mir vs Cro Cop,"September 25, 2010",Melvin Guillard,Melvin Guillard,Jeremy Stephens,0,1,73,62,0,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
5730,UFC 119: Mir vs Cro Cop,"September 25, 2010",CB Dollaway,CB Dollaway,Joe Doerksen,0,0,1,1,0,0,2,0,Middleweight,SUB,GuillotineChoke,1,2:13
5731,UFC 119: Mir vs Cro Cop,"September 25, 2010",Matt Mitrione,Matt Mitrione,Joey Beltran,0,0,76,52,0,1,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
5732,UFC 119: Mir vs Cro Cop,"September 25, 2010",Thiago Tavares,Thiago Tavares,Pat Audinwood,0,0,7,3,2,0,1,0,Lightweight,SUB,GuillotineChoke,1,3:47
5733,UFC 119: Mir vs Cro Cop,"September 25, 2010",Waylon Lowe,Waylon Lowe,Steve Lopez,0,0,26,23,5,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
5734,UFC 119: Mir vs Cro Cop,"September 25, 2010",TJ Grant,TJ Grant,Julio Paulino,0,0,17,12,4,0,1,1,Welterweight,U-DEC,U-DEC,3,5:00
5735,UFC 119: Mir vs Cro Cop,"September 25, 2010",Sean McCorkle,Sean McCorkle,Mark Hunt,0,0,0,2,0,1,2,0,Heavyweight,SUB,StraightArmbar,1,1:03
5736,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",Nate Marquardt,Nate Marquardt,Rousimar Palhares,0,0,13,1,0,0,1,1,Middleweight,KO/TKO,Punches,1,3:28
5737,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",Charles Oliveira,Charles Oliveira,Efrain Escudero,0,0,35,13,2,0,1,0,Lightweight,SUB,RearNakedChoke,3,2:25
5738,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",Jim Miller,Jim Miller,Gleison Tibau,0,0,29,23,0,4,2,0,Lightweight,U-DEC,U-DEC,3,5:00
5739,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",Cole Miller,Cole Miller,Ross Pearson,1,0,24,26,1,0,1,0,Lightweight,SUB,RearNakedChoke,2,1:49
5740,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",Yves Edwards,Yves Edwards,John Gunderson,0,0,54,15,1,0,1,2,Lightweight,U-DEC,U-DEC,3,5:00
5741,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",Kyle Kingsbury,Kyle Kingsbury,Jared Hamman,0,0,79,88,9,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5742,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",David Branch,David Branch,Tomasz Drwal,0,0,15,10,3,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
5743,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",Rich Attonito,Rich Attonito,Rafael Natal,1,0,25,28,0,2,0,0,Middleweight,U-DEC,U-DEC,3,5:00
5744,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",TJ Waldburger,TJ Waldburger,David Mitchell,0,0,37,13,6,2,7,6,Welterweight,U-DEC,U-DEC,3,5:00
5745,UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",Brian Foster,Brian Foster,Forrest Petz,1,0,17,1,0,0,0,0,Welterweight,KO/TKO,Punches,1,1:07
5746,UFC 118: Edgar vs Penn 2,"August 28, 2010",Frankie Edgar,Frankie Edgar,BJ Penn,0,0,94,36,3,2,0,0,Lightweight,U-DEC,U-DEC,5,5:00
5747,UFC 118: Edgar vs Penn 2,"August 28, 2010",Randy Couture,Randy Couture,James Toney,0,0,8,0,1,0,2,0,Heavyweight,SUB,ArmTriangle,1,3:19
5748,UFC 118: Edgar vs Penn 2,"August 28, 2010",Demian Maia,Demian Maia,Mario Miranda,0,0,30,14,5,0,1,0,Middleweight,U-DEC,U-DEC,3,5:00
5749,UFC 118: Edgar vs Penn 2,"August 28, 2010",Gray Maynard,Gray Maynard,Kenny Florian,0,0,15,14,5,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
5750,UFC 118: Edgar vs Penn 2,"August 28, 2010",Nate Diaz,Nate Diaz,Marcus Davis,0,1,94,52,1,1,1,0,Welterweight,SUB,GuillotineChoke,3,4:02
5751,UFC 118: Edgar vs Penn 2,"August 28, 2010",Joe Lauzon,Joe Lauzon,Gabe Ruediger,0,0,19,1,2,0,1,0,Lightweight,SUB,Armbar,1,2:01
5752,UFC 118: Edgar vs Penn 2,"August 28, 2010",Nik Lentz,Nik Lentz,Andre Winner,0,0,23,20,7,0,1,0,Lightweight,U-DEC,U-DEC,3,5:00
5753,UFC 118: Edgar vs Penn 2,"August 28, 2010",Dan Miller,Dan Miller,John Salter,0,0,23,21,0,2,2,0,Middleweight,SUB,GuillotineChoke,2,1:53
5754,UFC 118: Edgar vs Penn 2,"August 28, 2010",Greg Soto,Greg Soto,Nick Osipczak,0,0,70,29,3,0,1,1,Welterweight,U-DEC,U-DEC,3,5:00
5755,UFC 118: Edgar vs Penn 2,"August 28, 2010",Mike Pierce,Mike Pierce,Amilcar Alves,0,0,31,4,4,0,2,0,Welterweight,SUB,Armbar,3,3:11
5756,UFC 117: Silva vs Sonnen,"August 07, 2010",Anderson Silva,Anderson Silva,Chael Sonnen,0,0,29,89,1,3,3,1,Middleweight,SUB,TriangleArmbar,5,3:10
5757,UFC 117: Silva vs Sonnen,"August 07, 2010",Jon Fitch,Jon Fitch,Thiago Alves,0,0,29,22,9,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5758,UFC 117: Silva vs Sonnen,"August 07, 2010",Clay Guida,Clay Guida,Rafael Dos Anjos,0,0,19,17,2,1,0,0,Lightweight,SUB,Injury,3,1:51
5759,UFC 117: Silva vs Sonnen,"August 07, 2010",Matt Hughes,Matt Hughes,Ricardo Almeida,1,0,2,10,0,0,1,0,Welterweight,SUB,ultzFrontHeadlock,1,3:15
5760,UFC 117: Silva vs Sonnen,"August 07, 2010",Junior Dos Santos,Junior Dos Santos,Roy Nelson,1,0,130,40,1,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
5761,UFC 117: Silva vs Sonnen,"August 07, 2010",Rick Story,Rick Story,Dustin Hazelett,1,0,75,7,3,0,0,2,Welterweight,KO/TKO,Punches,2,1:15
5762,UFC 117: Silva vs Sonnen,"August 07, 2010",Phil Davis,Phil Davis,Rodney Wallace,0,0,59,2,3,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5763,UFC 117: Silva vs Sonnen,"August 07, 2010",Johny Hendricks,Johny Hendricks,Charlie Brenneman,2,0,28,9,0,2,0,0,Welterweight,KO/TKO,Punches,2,0:40
5764,UFC 117: Silva vs Sonnen,"August 07, 2010",Tim Boetsch,Tim Boetsch,Todd Brown,0,0,60,28,3,0,1,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5765,UFC 117: Silva vs Sonnen,"August 07, 2010",Stefan Struve,Stefan Struve,Christian Morecraft,1,0,11,36,0,1,2,1,Heavyweight,KO/TKO,Punch,2,0:22
5766,UFC 117: Silva vs Sonnen,"August 07, 2010",Dennis Hallman,Dennis Hallman,Ben Saunders,0,0,28,30,3,0,0,1,Welterweight,U-DEC,U-DEC,3,5:00
5767,UFC Live: Jones vs Matyushenko,"August 01, 2010",Jon Jones,Jon Jones,Vladimir Matyushenko,0,0,15,0,1,0,0,0,Light Heavyweight,KO/TKO,Elbows,1,1:52
5768,UFC Live: Jones vs Matyushenko,"August 01, 2010",Yushin Okami,Yushin Okami,Mark Munoz,1,1,22,16,1,1,0,0,Middleweight,S-DEC,S-DEC,3,5:00
5769,UFC Live: Jones vs Matyushenko,"August 01, 2010",Jake Ellenberger,Jake Ellenberger,John Howard,0,0,38,17,5,0,0,1,Welterweight,KO/TKO,KO/TKO,3,2:21
5770,UFC Live: Jones vs Matyushenko,"August 01, 2010",Takanori Gomi,Takanori Gomi,Tyson Griffin,1,0,5,3,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:04
5771,UFC Live: Jones vs Matyushenko,"August 01, 2010",Jacob Volkmann,Jacob Volkmann,Paul Kelly,0,0,32,24,6,0,2,2,Lightweight,U-DEC,U-DEC,3,5:00
5772,UFC Live: Jones vs Matyushenko,"August 01, 2010",Matthew Riddle,Matthew Riddle,DaMarques Johnson,0,0,42,9,3,0,0,0,Welterweight,KO/TKO,Punches,2,4:29
5773,UFC Live: Jones vs Matyushenko,"August 01, 2010",Igor Pokrajac,Igor Pokrajac,James Irvin,0,0,18,11,2,0,1,0,Light Heavyweight,SUB,RearNakedChoke,1,2:29
5774,UFC Live: Jones vs Matyushenko,"August 01, 2010",Brian Stann,Brian Stann,Mike Massenzio,0,0,43,5,0,5,2,2,Middleweight,SUB,TriangleChoke,3,3:10
5775,UFC Live: Jones vs Matyushenko,"August 01, 2010",Charles Oliveira,Charles Oliveira,Darren Elkins,0,0,3,0,0,1,2,0,Lightweight,SUB,TriangleArmbar,1,0:41
5776,UFC Live: Jones vs Matyushenko,"August 01, 2010",Rob Kimmons,Rob Kimmons,Steve Steinbeiss,0,0,38,85,4,0,2,0,Middleweight,U-DEC,U-DEC,3,5:00
5777,UFC 116: Lesnar vs Carwin,"July 03, 2010",Brock Lesnar,Brock Lesnar,Shane Carwin,0,1,8,40,1,0,1,0,Heavyweight,SUB,ArmTriangle,2,2:19
5778,UFC 116: Lesnar vs Carwin,"July 03, 2010",Chris Leben,Chris Leben,Yoshihiro Akiyama,0,0,46,27,0,5,4,1,Middleweight,SUB,TriangleChoke,3,4:40
5779,UFC 116: Lesnar vs Carwin,"July 03, 2010",Chris Lytle,Chris Lytle,Matt Brown,0,1,19,25,0,1,4,1,Welterweight,SUB,Armbar,2,2:02
5780,UFC 116: Lesnar vs Carwin,"July 03, 2010",Stephan Bonnar,Stephan Bonnar,Krzysztof Soszynski,1,0,48,32,2,0,0,0,Light Heavyweight,KO/TKO,Punches,2,3:08
5781,UFC 116: Lesnar vs Carwin,"July 03, 2010",George Sotiropoulos,George Sotiropoulos,Kurt Pellegrino,1,1,48,39,1,3,0,0,Lightweight,U-DEC,U-DEC,3,5:00
5782,UFC 116: Lesnar vs Carwin,"July 03, 2010",Brendan Schaub,Brendan Schaub,Chris Tuchscherer,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:07
5783,UFC 116: Lesnar vs Carwin,"July 03, 2010",Ricardo Romero,Ricardo Romero,Seth Petruzelli,0,1,19,30,1,0,2,2,Light Heavyweight,SUB,Armbar,2,3:05
5784,UFC 116: Lesnar vs Carwin,"July 03, 2010",Kendall Grove,Kendall Grove,Goran Reljic,0,0,28,14,1,3,1,1,Middleweight,S-DEC,S-DEC,3,5:00
5785,UFC 116: Lesnar vs Carwin,"July 03, 2010",Gerald Harris,Gerald Harris,David Branch,0,0,10,20,5,0,0,0,Middleweight,KO/TKO,OSlam,3,2:35
5786,UFC 116: Lesnar vs Carwin,"July 03, 2010",Daniel Roberts,Daniel Roberts,Forrest Petz,0,0,5,21,6,1,2,0,Welterweight,S-DEC,S-DEC,3,5:00
5787,UFC 116: Lesnar vs Carwin,"July 03, 2010",Jon Madsen,Jon Madsen,Karlos Vemola,0,0,37,16,3,0,0,1,Heavyweight,U-DEC,U-DEC,3,5:00
5788,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Court McGee,Court McGee,Kris McCray,0,0,22,19,5,0,1,0,Middleweight,SUB,RearNakedChoke,2,3:41
5789,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Matt Hamill,Matt Hamill,Keith Jardine,0,0,77,65,2,0,0,0,Light Heavyweight,M-DEC,M-DEC,3,5:00
5790,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Chris Leben,Chris Leben,Aaron Simpson,0,0,42,43,0,2,0,1,Middleweight,KO/TKO,Punches,2,4:17
5791,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Dennis Siver,Dennis Siver,Spencer Fisher,0,0,77,52,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
5792,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Rich Attonito,Rich Attonito,Jamie Yager,0,0,24,29,1,0,0,0,Middleweight,KO/TKO,Punches,2,4:25
5793,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",John Gunderson,John Gunderson,Mark Holst,0,0,31,2,4,1,0,3,Lightweight,U-DEC,U-DEC,3,5:00
5794,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Brad Tavares,Brad Tavares,Seth Baczynski,0,0,18,22,3,0,0,3,Middleweight,U-DEC,U-DEC,3,5:00
5795,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Kyle Noke,Kyle Noke,Josh Bryant,1,0,50,9,0,0,0,0,Middleweight,KO/TKO,Punches,2,3:12
5796,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Chris Camozzi,Chris Camozzi,James Hammortree,0,0,62,29,0,2,0,1,Middleweight,U-DEC,U-DEC,3,5:00
5797,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010",Travis Browne,Travis Browne,James McSweeney,1,0,19,6,0,0,1,0,Heavyweight,KO/TKO,Punches,1,4:32
5798,UFC 115: Liddell vs Franklin,"June 12, 2010",Rich Franklin,Rich Franklin,Chuck Liddell,1,0,24,17,0,1,0,0,Light Heavyweight,KO/TKO,Punch,1,4:55
5799,UFC 115: Liddell vs Franklin,"June 12, 2010",Mirko Filipovic,Mirko Filipovic,Pat Barry,1,2,42,25,0,0,2,0,Heavyweight,SUB,RearNakedChoke,3,4:30
5800,UFC 115: Liddell vs Franklin,"June 12, 2010",Martin Kampmann,Martin Kampmann,Paulo Thiago,0,0,24,13,1,1,3,1,Welterweight,U-DEC,U-DEC,3,5:00
5801,UFC 115: Liddell vs Franklin,"June 12, 2010",Ben Rothwell,Ben Rothwell,Gilbert Yvel,0,0,44,33,5,0,2,2,Heavyweight,U-DEC,U-DEC,3,5:00
5802,UFC 115: Liddell vs Franklin,"June 12, 2010",Carlos Condit,Carlos Condit,Rory MacDonald,0,0,72,29,0,3,1,0,Welterweight,KO/TKO,Punches,3,4:53
5803,UFC 115: Liddell vs Franklin,"June 12, 2010",Evan Dunham,Evan Dunham,Tyson Griffin,0,0,28,26,3,0,1,1,Lightweight,S-DEC,S-DEC,3,5:00
5804,UFC 115: Liddell vs Franklin,"June 12, 2010",Matt Wiman,Matt Wiman,Mac Danzig,0,0,4,4,0,1,2,0,Lightweight,SUB,GuillotineChoke,1,1:45
5805,UFC 115: Liddell vs Franklin,"June 12, 2010",Mario Miranda,Mario Miranda,David Loiseau,0,0,42,2,3,0,0,0,Middleweight,KO/TKO,Elbows,2,4:07
5806,UFC 115: Liddell vs Franklin,"June 12, 2010",James Wilks,James Wilks,Peter Sobotta,0,0,38,15,1,1,1,2,Welterweight,U-DEC,U-DEC,3,5:00
5807,UFC 115: Liddell vs Franklin,"June 12, 2010",Claude Patrick,Claude Patrick,Ricardo Funch,0,0,13,5,1,0,2,0,Welterweight,SUB,GuillotineChoke,2,1:48
5808,UFC 115: Liddell vs Franklin,"June 12, 2010",Mike Pyle,Mike Pyle,Jesse Lennox,1,0,49,37,0,1,3,0,Welterweight,SUB,TriangleChoke,3,4:44
5809,UFC 114: Rampage vs Evans,"May 29, 2010",Rashad Evans,Rashad Evans,Quinton Jackson,0,1,29,17,3,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5810,UFC 114: Rampage vs Evans,"May 29, 2010",Michael Bisping,Michael Bisping,Dan Miller,0,0,76,50,0,1,0,0,Middleweight,U-DEC,U-DEC,3,5:00
5811,UFC 114: Rampage vs Evans,"May 29, 2010",Mike Russow,Mike Russow,Todd Duffee,1,0,14,51,0,0,0,0,Heavyweight,KO/TKO,Punch,3,2:35
5812,UFC 114: Rampage vs Evans,"May 29, 2010",Rogerio Nogueira,Rogerio Nogueira,Jason Brilz,0,0,23,18,1,3,1,3,Light Heavyweight,S-DEC,S-DEC,3,5:00
5813,UFC 114: Rampage vs Evans,"May 29, 2010",John Hathaway,John Hathaway,Diego Sanchez,1,0,84,24,0,1,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5814,UFC 114: Rampage vs Evans,"May 29, 2010",Dong Hyun Kim,Dong Hyun Kim,Amir Sadollah,0,0,30,10,6,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5815,UFC 114: Rampage vs Evans,"May 29, 2010",Efrain Escudero,Efrain Escudero,Dan Lauzon,1,0,64,17,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
5816,UFC 114: Rampage vs Evans,"May 29, 2010",Melvin Guillard,Melvin Guillard,Waylon Lowe,1,0,14,1,0,1,0,0,Lightweight,KO/TKO,OKnee,1,3:28
5817,UFC 114: Rampage vs Evans,"May 29, 2010",Cyrille Diabate,Cyrille Diabate,Luiz Cane,1,1,17,4,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,2:13
5818,UFC 114: Rampage vs Evans,"May 29, 2010",Aaron Riley,Aaron Riley,Joe Brammer,0,0,46,37,3,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
5819,UFC 114: Rampage vs Evans,"May 29, 2010",Ryan Jensen,Ryan Jensen,Jesse Forbes,0,1,3,3,0,1,1,1,Middleweight,SUB,GuillotineChoke,1,1:06
5820,UFC 113: Machida vs Shogun 2,"May 08, 2010",Mauricio Rua,Mauricio Rua,Lyoto Machida,1,0,17,9,0,2,0,0,Light Heavyweight,KO/TKO,Punches,1,3:35
5821,UFC 113: Machida vs Shogun 2,"May 08, 2010",Josh Koscheck,Josh Koscheck,Paul Daley,0,0,19,11,4,0,1,0,Welterweight,U-DEC,U-DEC,3,5:00
5822,UFC 113: Machida vs Shogun 2,"May 08, 2010",Jeremy Stephens,Jeremy Stephens,Sam Stout,1,1,55,70,3,0,0,1,Lightweight,S-DEC,S-DEC,3,5:00
5823,UFC 113: Machida vs Shogun 2,"May 08, 2010",Matt Mitrione,Matt Mitrione,Kevin Ferguson,0,0,44,5,0,2,4,0,Heavyweight,KO/TKO,Punches,2,4:24
5824,UFC 113: Machida vs Shogun 2,"May 08, 2010",Alan Belcher,Alan Belcher,Patrick Cote,0,0,27,22,1,2,1,1,Middleweight,SUB,RearNakedChoke,2,3:25
5825,UFC 113: Machida vs Shogun 2,"May 08, 2010",Joe Doerksen,Joe Doerksen,Tom Lawlor,0,1,44,42,0,0,1,0,Middleweight,SUB,RearNakedChoke,2,2:10
5826,UFC 113: Machida vs Shogun 2,"May 08, 2010",Marcus Davis,Marcus Davis,Jonathan Goulet,2,0,11,5,0,4,1,0,Welterweight,KO/TKO,Punches,2,1:23
5827,UFC 113: Machida vs Shogun 2,"May 08, 2010",Johny Hendricks,Johny Hendricks,TJ Grant,0,0,53,67,8,0,0,0,Welterweight,M-DEC,M-DEC,3,5:00
5828,UFC 113: Machida vs Shogun 2,"May 08, 2010",Joey Beltran,Joey Beltran,Tim Hague,0,0,97,60,0,2,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
5829,UFC 113: Machida vs Shogun 2,"May 08, 2010",Mike Guymon,Mike Guymon,Yoshiyuki Yoshida,0,0,59,7,3,1,2,2,Welterweight,U-DEC,U-DEC,3,5:00
5830,UFC 113: Machida vs Shogun 2,"May 08, 2010",John Salter,John Salter,Jason MacDonald,0,0,3,5,1,0,0,0,Middleweight,KO/TKO,KO/TKO,1,2:42
5831,UFC 112: Invincible,"April 10, 2010",Anderson Silva,Anderson Silva,Demian Maia,1,0,61,10,0,0,0,0,Middleweight,U-DEC,U-DEC,5,5:00
5832,UFC 112: Invincible,"April 10, 2010",Frankie Edgar,Frankie Edgar,BJ Penn,0,0,61,71,1,0,0,0,Lightweight,U-DEC,U-DEC,5,5:00
5833,UFC 112: Invincible,"April 10, 2010",Matt Hughes,Matt Hughes,Renzo Gracie,2,0,70,34,0,0,0,0,Welterweight,KO/TKO,Punches,3,4:40
5834,UFC 112: Invincible,"April 10, 2010",Rafael Dos Anjos,Rafael Dos Anjos,Terry Etim,0,0,25,7,2,0,1,1,Lightweight,SUB,Armbar,2,4:30
5835,UFC 112: Invincible,"April 10, 2010",Mark Munoz,Mark Munoz,Kendall Grove,0,1,25,9,1,0,0,3,Middleweight,KO/TKO,Punches,2,2:50
5836,UFC 112: Invincible,"April 10, 2010",Phil Davis,Phil Davis,Alexander Gustafsson,0,0,14,0,1,0,1,0,Light Heavyweight,SUB,AnacondaChoke,1,4:55
5837,UFC 112: Invincible,"April 10, 2010",Rick Story,Rick Story,Nick Osipczak,0,0,31,28,3,2,1,1,Welterweight,S-DEC,S-DEC,3,5:00
5838,UFC 112: Invincible,"April 10, 2010",DaMarques Johnson,DaMarques Johnson,Brad Blackburn,1,0,34,59,0,4,1,2,Welterweight,KO/TKO,OKick,3,2:08
5839,UFC 112: Invincible,"April 10, 2010",Paul Kelly,Paul Kelly,Matt Veach,0,0,47,4,0,1,3,2,Lightweight,SUB,GuillotineChoke,2,3:41
5840,UFC 112: Invincible,"April 10, 2010",Jon Madsen,Jon Madsen,Mostapha Al-Turk,0,0,32,20,1,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
5841,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Kenny Florian,Kenny Florian,Takanori Gomi,0,0,51,20,1,0,1,0,Lightweight,SUB,RearNakedChoke,3,2:52
5842,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Roy Nelson,Roy Nelson,Stefan Struve,1,0,9,2,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:39
5843,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Jorge Rivera,Jorge Rivera,Nate Quarry,3,0,29,19,0,0,0,0,Middleweight,KO/TKO,Punches,2,0:29
5844,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Ross Pearson,Ross Pearson,Dennis Siver,0,0,54,39,1,2,0,0,Lightweight,U-DEC,U-DEC,3,5:00
5845,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Andre Winner,Andre Winner,Rafaello Oliveira,0,0,61,52,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
5846,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Jacob Volkmann,Jacob Volkmann,Ronys Torres,0,0,24,20,5,3,0,0,Lightweight,S-DEC,S-DEC,3,5:00
