,Event,Date,Winner,Loser,Knockdown # W,Knockdown # L,Stike # W,Strike # L,Takedown # W,Takedown # L,Submission # W,Submission # L,Weightclass,Result,Method,Round,Time
6270,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Gray Maynard,Frankie Edgar,0,0,19,26,9,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6271,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Thiago Alves,Karo Parisyan,1,0,17,10,0,1,0,0,Welterweight,KO/TKO,Knees,2,0:24
6272,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Matt Hamill,Tim Boetsch,0,0,31,18,1,0,0,0,Light Heavyweight,KO/TKO,Punches,2,1:25
6273,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Nate Diaz,Kurt Pellegrino,0,0,6,20,1,3,1,0,Lightweight,SUB,TriangleChoke,2,3:06
6274,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",James Irvin,Houston Alexander,1,0,3,0,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,0:08
6275,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Josh Neer,Din Thomas,0,0,80,20,3,2,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6276,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Marcus Aurelio,Ryan Roberts,1,0,6,0,0,0,1,0,Lightweight,SUB,Armbar,1,0:16
6277,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Manvel Gamburyan,Jeff Cox,0,0,3,2,1,0,1,0,Lightweight,SUB,GuillotineChoke,1,1:41
6278,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Clay Guida,Samy Schiavo,0,0,11,4,1,0,0,0,Lightweight,KO/TKO,Punches,1,4:15
6279,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",George Sotiropoulos,Roman Mitichyan,0,0,21,2,3,0,3,0,Welterweight,KO/TKO,Punches,2,2:24
6280,UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Anthony Johnson,Tommy Speer,1,0,15,0,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:51
6281,UFC 82: Pride of a Champion,"March 01, 2008",Anderson Silva,Dan Henderson,0,0,47,20,0,1,1,0,Middleweight,SUB,RearNakedChoke,2,4:52
6282,UFC 82: Pride of a Champion,"March 01, 2008",Heath Herring,Cheick Kongo,1,0,57,45,3,5,0,0,Heavyweight,S-DEC,S-DEC,3,5:00
6283,UFC 82: Pride of a Champion,"March 01, 2008",Chris Leben,Alessio Sakara,1,0,24,13,0,0,0,0,Middleweight,KO/TKO,Punches,1,3:16
6284,UFC 82: Pride of a Champion,"March 01, 2008",Yushin Okami,Evan Tanner,2,0,26,19,0,1,0,0,Middleweight,KO/TKO,OKnee,2,3:00
6285,UFC 82: Pride of a Champion,"March 01, 2008",Jon Fitch,Chris Wilson,0,0,40,22,4,0,0,1,Welterweight,U-DEC,U-DEC,3,5:00
6286,UFC 82: Pride of a Champion,"March 01, 2008",Andrei Arlovski,Jake O'Brien,0,0,14,4,1,2,0,0,Heavyweight,KO/TKO,Punches,2,4:17
6287,UFC 82: Pride of a Champion,"March 01, 2008",Luigi Fioravanti,Luke Cummo,0,0,32,16,13,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
6288,UFC 82: Pride of a Champion,"March 01, 2008",Josh Koscheck,Dustin Hazelett,1,0,24,20,1,0,0,2,Welterweight,KO/TKO,OKick,2,1:24
6289,UFC 82: Pride of a Champion,"March 01, 2008",Diego Sanchez,David Bielkheden,0,0,24,1,1,0,0,0,Welterweight,KO/TKO,Punches,1,4:43
6290,UFC 82: Pride of a Champion,"March 01, 2008",Jorge Gurgel,John Halverson,0,0,68,44,1,0,0,2,Lightweight,U-DEC,U-DEC,3,5:00
6291,UFC 81: Breaking Point,"February 02, 2008",Antonio Rodrigo Nogueira,Tim Sylvia,0,1,28,53,2,0,1,0,Heavyweight,SUB,GuillotineChoke,3,1:28
6292,UFC 81: Breaking Point,"February 02, 2008",Frank Mir,Brock Lesnar,0,0,2,16,0,1,3,0,Heavyweight,SUB,Kneebar,1,1:30
6293,UFC 81: Breaking Point,"February 02, 2008",Nate Marquardt,Jeremy Horn,1,0,22,5,2,1,1,1,Middleweight,SUB,GuillotineChoke,2,1:37
6294,UFC 81: Breaking Point,"February 02, 2008",Ricardo Almeida,Rob Yundt,0,0,4,2,1,0,1,0,Middleweight,SUB,GuillotineChoke,1,1:08
6295,UFC 81: Breaking Point,"February 02, 2008",Tyson Griffin,Gleison Tibau,0,0,60,23,0,6,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6296,UFC 81: Breaking Point,"February 02, 2008",Chris Lytle,Kyle Bradley,1,0,12,0,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:33
6297,UFC 81: Breaking Point,"February 02, 2008",Tim Boetsch,David Heath,0,0,42,7,1,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:52
6298,UFC 81: Breaking Point,"February 02, 2008",Marvin Eastman,Terry Martin,0,0,40,50,1,1,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6299,UFC 81: Breaking Point,"February 02, 2008",Rob Emerson,Keita Nakamura,0,1,81,57,0,4,0,0,Lightweight,S-DEC,S-DEC,3,5:00
6300,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Mike Swick,Joshua Burkman,0,0,54,39,0,1,0,0,Welterweight,M-DEC,M-DEC,3,5:00
6301,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Patrick Cote,Drew McFedries,1,0,14,8,0,0,0,0,Middleweight,KO/TKO,Punches,1,1:44
6302,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Thiago Tavares,Michihiro Omigawa,0,0,19,11,7,1,0,2,Lightweight,U-DEC,U-DEC,3,5:00
6303,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Nate Diaz,Alvin Robinson,0,0,3,2,2,0,2,2,Lightweight,SUB,TriangleChoke,1,3:39
6304,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Kurt Pellegrino,Alberto Crane,0,1,23,4,1,0,0,2,Lightweight,KO/TKO,Punches,2,1:55
6305,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Gray Maynard,Dennis Siver,1,0,26,16,2,1,3,0,Lightweight,U-DEC,U-DEC,3,5:00
6306,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Jeremy Stephens,Cole Miller,1,0,30,5,1,0,0,3,Lightweight,KO/TKO,Elbows,2,4:44
6307,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Corey Hill,Joe Veres,0,0,29,0,0,0,0,0,Lightweight,KO/TKO,Punches,2,0:37
6308,UFC Fight Night: Swick vs Burkman,"January 23, 2008",Matt Wiman,Justin Buchholz,0,0,6,3,1,0,3,0,Lightweight,SUB,RearNakedChoke,1,2:56
6309,UFC 80: Rapid Fire,"January 19, 2008",BJ Penn,Joe Stevenson,2,0,41,17,0,0,1,0,Lightweight,SUB,RearNakedChoke,2,4:02
6310,UFC 80: Rapid Fire,"January 19, 2008",Fabricio Werdum,Gabriel Gonzaga,0,0,46,19,0,3,0,0,Heavyweight,KO/TKO,Punches,2,4:34
6311,UFC 80: Rapid Fire,"January 19, 2008",Marcus Davis,Jess Liaudin,1,0,5,4,0,0,0,0,Welterweight,KO/TKO,Punch,1,1:04
6312,UFC 80: Rapid Fire,"January 19, 2008",Wilson Gouveia,Jason Lambert,1,0,5,27,0,1,4,0,Light Heavyweight,KO/TKO,Punch,2,0:37
6313,UFC 80: Rapid Fire,"January 19, 2008",Jorge Rivera,Kendall Grove,1,0,28,0,1,0,0,0,Middleweight,KO/TKO,Punches,1,1:20
6314,UFC 80: Rapid Fire,"January 19, 2008",Antoni Hardonk,Colin Robinson,1,0,5,0,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:17
6315,UFC 80: Rapid Fire,"January 19, 2008",Paul Kelly,Paul Taylor,0,0,70,43,3,1,0,3,Welterweight,U-DEC,U-DEC,3,5:00
6316,UFC 80: Rapid Fire,"January 19, 2008",Alessio Sakara,James Lee,0,0,8,0,0,2,0,0,Light Heavyweight,KO/TKO,Punches,1,1:30
6317,UFC 80: Rapid Fire,"January 19, 2008",Sam Stout,Per Eklund,0,0,33,20,0,2,0,1,Lightweight,U-DEC,U-DEC,3,5:00
6318,UFC 79: Nemesis,"December 29, 2007",Georges St-Pierre,Matt Hughes,0,0,28,5,3,0,3,0,Welterweight,SUB,Armbar,2,4:54
6319,UFC 79: Nemesis,"December 29, 2007",Chuck Liddell,Wanderlei Silva,0,1,58,44,2,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
6320,UFC 79: Nemesis,"December 29, 2007",Eddie Sanchez,Soa Palelei,0,0,52,21,1,1,0,0,Heavyweight,KO/TKO,Punches,3,3:24
6321,UFC 79: Nemesis,"December 29, 2007",Lyoto Machida,Rameau Thierry Sokoudjou,1,0,21,6,0,2,5,2,Light Heavyweight,SUB,ArmTriangle,2,4:20
6322,UFC 79: Nemesis,"December 29, 2007",Rich Clementi,Melvin Guillard,0,0,6,5,2,1,2,0,Lightweight,SUB,RearNakedChoke,1,4:40
6323,UFC 79: Nemesis,"December 29, 2007",James Irvin,Luiz Cane,0,0,5,9,0,1,0,0,Light Heavyweight,DQ,DQ,1,1:51
6324,UFC 79: Nemesis,"December 29, 2007",Manvel Gamburyan,Nate Mohr,0,0,3,2,1,0,1,0,Lightweight,SUB,AnkleLock,1,1:31
6325,UFC 79: Nemesis,"December 29, 2007",Dean Lister,Jordan Radev,0,0,31,20,2,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6326,UFC 79: Nemesis,"December 29, 2007",Roan Carneiro,Tony DeSouza,0,0,24,9,3,0,2,1,Welterweight,KO/TKO,Punches,2,3:33
6327,UFC 79: Nemesis,"December 29, 2007",Mark Bocek,Doug Evans,0,0,26,22,7,1,0,1,Lightweight,U-DEC,U-DEC,3,5:00
6328,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Roger Huerta,Clay Guida,0,1,31,47,0,6,3,1,Lightweight,SUB,RearNakedChoke,3,0:51
6329,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Mac Danzig,Tommy Speer,0,0,10,4,1,0,1,0,Welterweight,SUB,RearNakedChoke,1,2:01
6330,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",War Machine,Jared Rollins,0,1,29,40,1,2,0,1,Welterweight,KO/TKO,Punches,3,2:01
6331,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",George Sotiropoulos,Billy Miles,0,0,2,0,0,0,1,0,Welterweight,SUB,RearNakedChoke,1,1:36
6332,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Ben Saunders,Dan Barrera,0,0,18,12,0,1,4,0,Welterweight,U-DEC,U-DEC,3,5:00
6333,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Troy Mandaloniz,Richie Hightower,1,0,30,20,0,1,0,0,Welterweight,KO/TKO,Punch,1,4:20
6334,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Matt Arroyo,John Kolosci,0,0,4,1,0,0,5,0,Welterweight,SUB,Armbar,1,4:42
6335,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Roman Mitichyan,Dorian Price,0,0,0,0,1,0,1,0,Welterweight,SUB,AnkleLock,1,0:23
6336,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Jonathan Goulet,Paul Georgieff,0,0,11,12,3,0,1,0,Welterweight,SUB,RearNakedChoke,1,4:42
6337,UFC 78: Validation,"November 17, 2007",Rashad Evans,Michael Bisping,0,0,23,40,6,2,0,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
6338,UFC 78: Validation,"November 17, 2007",Thiago Silva,Houston Alexander,0,0,22,2,1,1,0,0,Light Heavyweight,KO/TKO,Punches,1,3:25
6339,UFC 78: Validation,"November 17, 2007",Karo Parisyan,Ryo Chonan,0,0,49,35,7,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
6340,UFC 78: Validation,"November 17, 2007",Ed Herman,Joe Doerksen,1,0,43,9,2,1,0,3,Middleweight,KO/TKO,Punch,3,0:39
6341,UFC 78: Validation,"November 17, 2007",Frankie Edgar,Spencer Fisher,0,0,42,6,8,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6342,UFC 78: Validation,"November 17, 2007",Thiago Alves,Chris Lytle,1,0,39,42,0,1,0,0,Welterweight,KO/TKO,KO/TKO,2,5:00
6343,UFC 78: Validation,"November 17, 2007",Joe Lauzon,Jason Reinhardt,0,0,5,1,1,0,1,0,Lightweight,SUB,RearNakedChoke,1,1:14
6344,UFC 78: Validation,"November 17, 2007",Marcus Aurelio,Luke Caudillo,0,0,20,6,1,0,0,0,Lightweight,KO/TKO,Punches,1,4:29
6345,UFC 78: Validation,"November 17, 2007",Akihiro Gono,Tamdan McCrory,1,0,27,31,1,0,1,0,Welterweight,SUB,Armbar,2,3:19
6346,UFC 77: Hostile Territory,"October 20, 2007",Anderson Silva,Rich Franklin,3,0,39,22,0,1,0,0,Middleweight,KO/TKO,Knees,2,1:07
6347,UFC 77: Hostile Territory,"October 20, 2007",Tim Sylvia,Brandon Vera,0,0,68,58,0,1,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
6348,UFC 77: Hostile Territory,"October 20, 2007",Alvin Robinson,Jorge Gurgel,0,0,44,3,2,0,1,0,Lightweight,U-DEC,U-DEC,3,5:00
6349,UFC 77: Hostile Territory,"October 20, 2007",Stephan Bonnar,Eric Schafer,0,0,30,13,0,1,0,1,Light Heavyweight,KO/TKO,Punches,2,2:47
6350,UFC 77: Hostile Territory,"October 20, 2007",Alan Belcher,Kalib Starnes,0,0,57,40,0,1,0,0,Middleweight,KO/TKO,KO/TKO,2,1:39
6351,UFC 77: Hostile Territory,"October 20, 2007",Yushin Okami,Jason MacDonald,0,0,41,25,1,0,1,0,Middleweight,U-DEC,U-DEC,3,5:00
6352,UFC 77: Hostile Territory,"October 20, 2007",Demian Maia,Ryan Jensen,0,0,3,2,2,0,1,0,Middleweight,SUB,RearNakedChoke,1,2:40
6353,UFC 77: Hostile Territory,"October 20, 2007",Joshua Burkman,Forrest Petz,1,0,44,65,3,0,2,0,Welterweight,S-DEC,S-DEC,3,5:00
6354,UFC 77: Hostile Territory,"October 20, 2007",Matt Grice,Jason Black,1,0,44,10,3,0,0,7,Lightweight,S-DEC,S-DEC,3,5:00
6355,UFC 76: Knockout,"September 22, 2007",Keith Jardine,Chuck Liddell,1,0,83,31,0,0,0,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
6356,UFC 76: Knockout,"September 22, 2007",Forrest Griffin,Mauricio Rua,0,0,66,27,2,5,3,0,Light Heavyweight,SUB,RearNakedChoke,3,4:45
6357,UFC 76: Knockout,"September 22, 2007",Jon Fitch,Diego Sanchez,0,0,25,11,3,2,0,5,Welterweight,S-DEC,S-DEC,3,5:00
6358,UFC 76: Knockout,"September 22, 2007",Lyoto Machida,Kazuhiro Nakamura,0,0,70,15,2,2,1,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
6359,UFC 76: Knockout,"September 22, 2007",Tyson Griffin,Thiago Tavares,0,0,29,6,2,4,1,4,Lightweight,U-DEC,U-DEC,3,5:00
6360,UFC 76: Knockout,"September 22, 2007",Rich Clementi,Anthony Johnson,0,1,12,22,1,1,2,3,Welterweight,SUB,RearNakedChoke,2,3:05
6361,UFC 76: Knockout,"September 22, 2007",Jeremy Stephens,Diego Saraiva,0,0,50,11,2,0,0,2,Lightweight,U-DEC,U-DEC,3,5:00
6362,UFC 76: Knockout,"September 22, 2007",Christian Wellisch,Scott Junk,0,0,6,17,1,0,2,0,Heavyweight,SUB,HeelHook,1,3:19
6363,UFC 76: Knockout,"September 22, 2007",Matt Wiman,Michihiro Omigawa,0,0,59,33,4,1,0,1,Lightweight,U-DEC,U-DEC,3,5:00
6364,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Kenny Florian,Din Thomas,0,0,27,3,2,0,1,0,Lightweight,SUB,RearNakedChoke,1,4:31
6365,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Chris Leben,Terry Martin,1,0,53,45,0,4,1,0,Middleweight,KO/TKO,Punch,3,3:56
6366,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Nate Diaz,Junior Assuncao,1,0,10,7,1,1,3,0,Lightweight,SUB,GuillotineChoke,1,4:10
6367,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Nate Quarry,Pete Sell,1,1,64,53,0,2,0,0,Middleweight,KO/TKO,Punch,3,0:44
6368,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Luke Cummo,Edilberto de Oliveira,1,0,6,5,0,0,0,0,Welterweight,KO/TKO,Punches,1,1:45
6369,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Cole Miller,Leonard Garcia,0,0,21,16,1,0,10,0,Lightweight,U-DEC,U-DEC,3,5:00
6370,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Gray Maynard,Joe Veres,1,0,3,0,0,0,0,0,Lightweight,KO/TKO,Punch,1,0:09
6371,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Thiago Alves,Kuniyoshi Hironaka,0,0,48,15,0,2,0,0,Welterweight,KO/TKO,OKnee,2,4:04
6372,UFC Fight Night: Thomas vs Florian,"September 19, 2007",Dustin Hazelett,Jonathan Goulet,0,0,3,0,0,1,2,0,Welterweight,SUB,Armbar,1,1:14
6373,UFC 75: Champion vs Champion,"September 08, 2007",Quinton Jackson,Dan Henderson,1,0,74,60,2,3,0,3,Light Heavyweight,U-DEC,U-DEC,5,5:00
6374,UFC 75: Champion vs Champion,"September 08, 2007",Michael Bisping,Matt Hamill,0,0,47,56,0,6,0,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
6375,UFC 75: Champion vs Champion,"September 08, 2007",Cheick Kongo,Mirko Filipovic,0,0,63,15,1,1,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
6376,UFC 75: Champion vs Champion,"September 08, 2007",Marcus Davis,Paul Taylor,0,1,24,16,1,0,1,0,Welterweight,SUB,Armbar,1,4:14
6377,UFC 75: Champion vs Champion,"September 08, 2007",Houston Alexander,Alessio Sakara,1,0,18,1,0,1,0,0,Light Heavyweight,KO/TKO,OKnee,1,1:01
6378,UFC 75: Champion vs Champion,"September 08, 2007",Gleison Tibau,Terry Etim,0,0,14,18,7,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6379,UFC 75: Champion vs Champion,"September 08, 2007",Thiago Silva,Tomasz Drwal,1,0,48,43,0,1,1,0,Light Heavyweight,KO/TKO,Punches,2,4:23
6380,UFC 75: Champion vs Champion,"September 08, 2007",Dennis Siver,Naoyuki Kotani,1,0,28,9,0,0,0,2,Lightweight,KO/TKO,Punch,2,2:04
6381,UFC 75: Champion vs Champion,"September 08, 2007",Jess Liaudin,Anthony Torres,2,0,38,13,0,0,0,0,Welterweight,KO/TKO,Punches,1,4:10
6382,UFC 74: Respect,"August 25, 2007",Randy Couture,Gabriel Gonzaga,0,0,63,11,3,0,0,1,Heavyweight,KO/TKO,Punches,3,1:37
6383,UFC 74: Respect,"August 25, 2007",Georges St-Pierre,Josh Koscheck,0,0,38,4,2,1,5,0,Welterweight,U-DEC,U-DEC,3,5:00
6384,UFC 74: Respect,"August 25, 2007",Roger Huerta,Alberto Crane,0,0,26,4,0,0,0,3,Lightweight,KO/TKO,Punches,3,1:50
6385,UFC 74: Respect,"August 25, 2007",Joe Stevenson,Kurt Pellegrino,0,0,42,27,3,3,3,1,Lightweight,U-DEC,U-DEC,3,5:00
6386,UFC 74: Respect,"August 25, 2007",Patrick Cote,Kendall Grove,1,0,20,12,0,0,1,0,Middleweight,KO/TKO,Punches,1,4:45
6387,UFC 74: Respect,"August 25, 2007",Renato Sobral,David Heath,0,0,60,6,1,0,3,0,Light Heavyweight,SUB,AnacondaChoke,2,3:30
6388,UFC 74: Respect,"August 25, 2007",Frank Mir,Antoni Hardonk,0,0,4,1,1,0,1,0,Heavyweight,SUB,Kimura,1,1:17
6389,UFC 74: Respect,"August 25, 2007",Thales Leites,Ryan Jensen,0,0,10,11,3,0,2,1,Middleweight,SUB,Armbar,1,3:47
6390,UFC 74: Respect,"August 25, 2007",Clay Guida,Marcus Aurelio,2,0,44,40,0,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
6391,UFC 73: Stacked,"July 07, 2007",Kenny Florian,Alvin Robinson,0,0,20,6,3,1,0,0,Lightweight,KO/TKO,Elbows,1,4:30
6392,UFC 73: Stacked,"July 07, 2007",Anderson Silva,Nate Marquardt,1,0,10,3,1,1,0,0,Middleweight,KO/TKO,Punches,1,4:50
6393,UFC 73: Stacked,"July 07, 2007",Draw,Tito Ortiz,0,0,19,24,2,3,0,1,Light Heavyweight,U-DEC,U-DEC,3,5:00
6394,UFC 73: Stacked,"July 07, 2007",Sean Sherk,Hermes Franca,0,1,35,6,16,0,2,3,Lightweight,U-DEC,U-DEC,5,5:00
6395,UFC 73: Stacked,"July 07, 2007",Antonio Rodrigo Nogueira,Heath Herring,0,1,55,31,4,0,2,0,Heavyweight,U-DEC,U-DEC,3,5:00
6396,UFC 73: Stacked,"July 07, 2007",Stephan Bonnar,Mike Nickels,0,0,2,2,0,1,2,0,Light Heavyweight,SUB,RearNakedChoke,1,2:14
6397,UFC 73: Stacked,"July 07, 2007",Jorge Gurgel,Diego Saraiva,0,0,67,49,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6398,UFC 73: Stacked,"July 07, 2007",Chris Lytle,Jason Gilliam,0,0,5,3,1,0,5,0,Welterweight,SUB,TriangleChoke,1,2:15
6399,UFC 73: Stacked,"July 07, 2007",Frankie Edgar,Mark Bocek,0,0,31,6,0,0,0,0,Lightweight,KO/TKO,Punches,1,4:55
6400,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",BJ Penn,Jens Pulver,0,0,23,6,3,0,3,0,Lightweight,SUB,RearNakedChoke,2,3:12
6401,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Nate Diaz,Manvel Gamburyan,0,0,2,16,0,1,1,1,Lightweight,SUB,Injury,2,0:20
6402,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Thales Leites,Floyd Sword,0,0,6,3,2,0,1,0,Middleweight,SUB,ArmTriangle,1,3:50
6403,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Roger Huerta,Doug Evans,0,0,34,20,0,4,0,0,Lightweight,KO/TKO,Punches,2,3:30
6404,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Joe Lauzon,Brandon Melendez,0,0,4,6,3,0,6,0,Lightweight,SUB,TriangleChoke,2,2:09
6405,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Cole Miller,Andy Wang,1,0,12,4,0,0,0,0,Lightweight,KO/TKO,OKick,1,1:10
6406,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",,Rob Emerson,0,0,20,3,2,1,1,1,Lightweight,CNC,CNC,2,0:39
6407,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Leonard Garcia,Allen Berube,0,0,4,4,0,2,1,1,Lightweight,SUB,RearNakedChoke,1,4:22
6408,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Matt Wiman,Brian Geraghty,0,0,21,1,1,0,0,0,Lightweight,KO/TKO,Punches,1,2:09
6409,UFC 72: Victory,"June 16, 2007",Rich Franklin,Yushin Okami,0,0,36,17,1,1,0,3,Middleweight,U-DEC,U-DEC,3,5:00
6410,UFC 72: Victory,"June 16, 2007",Forrest Griffin,Hector Ramirez,0,0,113,20,0,2,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
6411,UFC 72: Victory,"June 16, 2007",Jason MacDonald,Rory Singer,0,0,30,17,2,1,0,1,Middleweight,KO/TKO,Punches,2,3:18
6412,UFC 72: Victory,"June 16, 2007",Tyson Griffin,Clay Guida,0,0,50,36,2,4,2,2,Lightweight,S-DEC,S-DEC,3,5:00
6413,UFC 72: Victory,"June 16, 2007",Ed Herman,Scott Smith,0,0,24,3,3,0,2,2,Middleweight,SUB,RearNakedChoke,2,2:25
6414,UFC 72: Victory,"June 16, 2007",Marcus Davis,Jason Tan,1,0,9,6,0,0,0,0,Welterweight,KO/TKO,Punches,1,1:15
6415,UFC 72: Victory,"June 16, 2007",Eddie Sanchez,Colin Robinson,0,0,41,36,1,1,0,2,Heavyweight,KO/TKO,Elbows,2,0:32
6416,UFC 72: Victory,"June 16, 2007",Dustin Hazelett,Stevie Lynch,0,0,20,7,0,0,1,0,Welterweight,SUB,AnacondaChoke,1,2:50
6417,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Spencer Fisher,Sam Stout,0,0,88,76,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6418,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Jon Fitch,Roan Carneiro,0,0,18,4,0,2,1,1,Welterweight,SUB,RearNakedChoke,2,1:07
6419,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Drew McFedries,Jordan Radev,1,0,6,1,0,0,0,0,Middleweight,KO/TKO,Punch,1,0:33
6420,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Thiago Tavares,Jason Black,0,0,11,0,2,0,2,2,Lightweight,SUB,TriangleChoke,2,2:49
6421,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Forrest Petz,Luigi Fioravanti,0,0,40,45,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
6422,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Tamdan McCrory,Pete Spratt,0,0,8,19,2,0,2,0,Welterweight,SUB,TriangleChoke,2,2:04
6423,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Gleison Tibau,Jeff Cox,0,0,3,0,0,1,1,0,Lightweight,SUB,ArmTriangle,1,1:52
6424,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Anthony Johnson,Chad Reiner,1,0,3,2,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:13
6425,UFC Fight Night: Stout vs Fisher,"June 12, 2007",Nate Mohr,Luke Caudillo,0,1,70,28,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6426,UFC 71: Liddell vs Jackson,"May 26, 2007",Quinton Jackson,Chuck Liddell,1,0,6,4,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:53
6427,UFC 71: Liddell vs Jackson,"May 26, 2007",Karo Parisyan,Joshua Burkman,0,0,54,16,2,2,0,0,Welterweight,U-DEC,U-DEC,3,5:00
6428,UFC 71: Liddell vs Jackson,"May 26, 2007",Terry Martin,Ivan Salaverry,0,0,7,5,1,0,0,0,Middleweight,KO/TKO,KO/TKO,1,2:04
6429,UFC 71: Liddell vs Jackson,"May 26, 2007",Houston Alexander,Keith Jardine,2,0,17,5,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:48
6430,UFC 71: Liddell vs Jackson,"May 26, 2007",Kalib Starnes,Chris Leben,0,0,47,44,2,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6431,UFC 71: Liddell vs Jackson,"May 26, 2007",Thiago Silva,James Irvin,0,0,1,3,1,0,0,1,Light Heavyweight,KO/TKO,KO/TKO,1,1:06
6432,UFC 71: Liddell vs Jackson,"May 26, 2007",Alan Belcher,Sean Salmon,0,0,0,1,0,0,1,0,Light Heavyweight,SUB,GuillotineChoke,1,0:53
