,Event,Date,Winner,Loser,Knockdown # W,Knockdown # L,Stike # W,Strike # L,Takedown # W,Takedown # L,Submission # W,Submission # L,Weightclass,Result,Method,Round,Time
6433,UFC 71: Liddell vs Jackson,"May 26, 2007",Din Thomas,Jeremy Stephens,0,0,10,7,1,0,2,0,Lightweight,SUB,Armbar,2,2:44
6434,UFC 71: Liddell vs Jackson,"May 26, 2007",Wilson Gouveia,Carmelo Marrero,1,0,18,1,0,0,1,0,Light Heavyweight,SUB,GuillotineChoke,1,3:06
6435,UFC 70: Nations Collide,"April 21, 2007",Gabriel Gonzaga,Mirko Filipovic,1,0,19,1,1,0,0,0,Heavyweight,KO/TKO,OKick,1,4:51
6436,UFC 70: Nations Collide,"April 21, 2007",Andrei Arlovski,Fabricio Werdum,1,0,28,23,0,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
6437,UFC 70: Nations Collide,"April 21, 2007",Michael Bisping,Elvis Sinosic,0,1,36,8,1,0,0,2,Light Heavyweight,KO/TKO,Punches,2,1:40
6438,UFC 70: Nations Collide,"April 21, 2007",Lyoto Machida,David Heath,1,0,67,8,0,0,1,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
6439,UFC 70: Nations Collide,"April 21, 2007",Cheick Kongo,Assuerio Silva,0,0,64,13,0,6,1,0,Heavyweight,M-DEC,M-DEC,3,5:00
6440,UFC 70: Nations Collide,"April 21, 2007",Terry Etim,Matt Grice,0,0,5,26,0,1,3,0,Lightweight,SUB,GuillotineChoke,1,4:48
6441,UFC 70: Nations Collide,"April 21, 2007",Junior Assuncao,David Lee,1,0,29,12,0,0,2,0,Lightweight,SUB,RearNakedChoke,2,1:55
6442,UFC 70: Nations Collide,"April 21, 2007",Alessio Sakara,Victor Valimaki,0,0,6,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:44
6443,UFC 70: Nations Collide,"April 21, 2007",Jess Liaudin,Dennis Siver,0,0,1,2,0,1,1,0,Welterweight,SUB,Armbar,1,1:21
6444,UFC 70: Nations Collide,"April 21, 2007",Paul Taylor,Edilberto de Oliveira,1,0,78,46,0,0,0,0,Welterweight,KO/TKO,OKick,3,0:37
6445,UFC 69: Shootout,"April 07, 2007",Matt Serra,Georges St-Pierre,2,0,20,6,0,0,0,0,Welterweight,KO/TKO,Punches,1,3:25
6446,UFC 69: Shootout,"April 07, 2007",Josh Koscheck,Diego Sanchez,0,0,30,12,1,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
6447,UFC 69: Shootout,"April 07, 2007",Roger Huerta,Leonard Garcia,0,0,85,29,6,0,0,2,Lightweight,U-DEC,U-DEC,3,5:00
6448,UFC 69: Shootout,"April 07, 2007",Yushin Okami,Mike Swick,0,0,28,28,4,0,2,0,Middleweight,U-DEC,U-DEC,3,5:00
6449,UFC 69: Shootout,"April 07, 2007",Kendall Grove,Alan Belcher,0,0,41,8,1,1,2,0,Middleweight,SUB,D'ArceChoke,2,4:42
6450,UFC 69: Shootout,"April 07, 2007",Heath Herring,Brad Imes,2,0,64,19,1,1,0,2,Heavyweight,U-DEC,U-DEC,3,5:00
6451,UFC 69: Shootout,"April 07, 2007",Thales Leites,Pete Sell,0,0,56,3,3,0,4,2,Middleweight,U-DEC,U-DEC,3,5:00
6452,UFC 69: Shootout,"April 07, 2007",Marcus Davis,Pete Spratt,0,0,6,7,3,0,1,0,Welterweight,SUB,AnkleLock,2,2:57
6453,UFC 69: Shootout,"April 07, 2007",Luke Cummo,Josh Haynes,1,0,38,9,0,1,0,0,Welterweight,KO/TKO,Punches,2,2:45
6454,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Joe Stevenson,Melvin Guillard,0,0,2,1,1,0,1,0,Lightweight,SUB,GuillotineChoke,1,0:27
6455,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Justin McCully,Antoni Hardonk,0,0,21,26,3,0,0,1,Heavyweight,U-DEC,U-DEC,3,5:00
6456,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kenny Florian,Dokonjonosuke Mishima,0,0,38,6,1,1,1,2,Lightweight,SUB,RearNakedChoke,3,3:57
6457,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Wilson Gouveia,Seth Petruzelli,0,0,17,8,1,1,1,0,Light Heavyweight,SUB,GuillotineChoke,2,0:39
6458,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Drew Fickett,Keita Nakamura,0,0,79,32,2,2,0,0,Welterweight,U-DEC,U-DEC,3,5:00
6459,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kurt Pellegrino,Nate Mohr,0,0,4,6,1,0,1,0,Lightweight,SUB,AnkleLock,1,2:58
6460,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kuniyoshi Hironaka,Forrest Petz,0,0,26,7,5,0,1,0,Welterweight,U-DEC,U-DEC,3,5:00
6461,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Roan Carneiro,Rich Clementi,0,0,22,9,7,0,4,0,Welterweight,U-DEC,U-DEC,3,5:00
6462,UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Thiago Tavares,Naoyuki Kotani,0,0,21,12,4,1,2,1,Lightweight,U-DEC,U-DEC,3,5:00
6463,UFC 68: The Uprising,"March 03, 2007",Randy Couture,Tim Sylvia,1,0,73,25,7,0,0,0,Heavyweight,U-DEC,U-DEC,5,5:00
6464,UFC 68: The Uprising,"March 03, 2007",Martin Kampmann,Drew McFedries,0,1,15,16,1,0,1,0,Middleweight,SUB,ArmTriangle,1,4:06
6465,UFC 68: The Uprising,"March 03, 2007",Rich Franklin,Jason MacDonald,0,0,49,16,1,1,0,0,Middleweight,KO/TKO,KO/TKO,2,5:00
6466,UFC 68: The Uprising,"March 03, 2007",Matt Hughes,Chris Lytle,0,0,13,5,2,0,3,3,Welterweight,U-DEC,U-DEC,3,5:00
6467,UFC 68: The Uprising,"March 03, 2007",Jason Lambert,Renato Sobral,2,0,19,5,2,1,0,1,Light Heavyweight,KO/TKO,Punch,2,3:36
6468,UFC 68: The Uprising,"March 03, 2007",Matt Hamill,Rex Holman,0,0,29,11,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:00
6469,UFC 68: The Uprising,"March 03, 2007",Jon Fitch,Luigi Fioravanti,0,0,19,14,2,0,2,0,Welterweight,SUB,RearNakedChoke,2,3:05
6470,UFC 68: The Uprising,"March 03, 2007",Gleison Tibau,Jason Dent,0,0,36,12,5,0,1,0,Lightweight,U-DEC,U-DEC,3,5:00
6471,UFC 68: The Uprising,"March 03, 2007",Jamie Varner,Jason Gilliam,0,0,7,0,1,0,2,0,Lightweight,SUB,RearNakedChoke,1,1:34
6472,UFC 67: All or Nothing,"February 03, 2007",Anderson Silva,Travis Lutter,0,0,9,8,0,3,2,0,Middleweight,SUB,TriangleChoke,2,2:11
6473,UFC 67: All or Nothing,"February 03, 2007",Mirko Filipovic,Eddie Sanchez,1,0,20,5,0,0,0,0,Heavyweight,KO/TKO,Punches,1,4:33
6474,UFC 67: All or Nothing,"February 03, 2007",Roger Huerta,John Halverson,0,0,13,1,1,0,0,0,Lightweight,KO/TKO,Punches,1,0:19
6475,UFC 67: All or Nothing,"February 03, 2007",Quinton Jackson,Marvin Eastman,1,0,45,15,0,0,0,0,Light Heavyweight,KO/TKO,Punches,2,3:49
6476,UFC 67: All or Nothing,"February 03, 2007",Patrick Cote,Scott Smith,0,0,50,34,1,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6477,UFC 67: All or Nothing,"February 03, 2007",Terry Martin,Jorge Rivera,1,0,4,1,0,0,0,0,Middleweight,KO/TKO,Punch,1,0:14
6478,UFC 67: All or Nothing,"February 03, 2007",Frankie Edgar,Tyson Griffin,0,0,55,38,8,3,0,4,Lightweight,U-DEC,U-DEC,3,5:00
6479,UFC 67: All or Nothing,"February 03, 2007",Lyoto Machida,Sam Hoger,1,0,62,11,4,1,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
6480,UFC 67: All or Nothing,"February 03, 2007",Dustin Hazelett,Diego Saraiva,0,0,44,14,1,4,1,0,Lightweight,U-DEC,U-DEC,3,5:00
6481,UFC Fight Night: Evans vs Salmon,"January 25, 2007",Rashad Evans,Sean Salmon,1,0,13,10,0,2,0,0,Light Heavyweight,KO/TKO,OKick,2,1:06
6482,UFC Fight Night: Evans vs Salmon,"January 25, 2007",Jake O'Brien,Heath Herring,0,1,13,11,6,1,1,1,Heavyweight,U-DEC,U-DEC,3,5:00
6483,UFC Fight Night: Evans vs Salmon,"January 25, 2007",Hermes Franca,Spencer Fisher,0,0,25,24,2,0,2,0,Lightweight,KO/TKO,Punch,2,4:03
6484,UFC Fight Night: Evans vs Salmon,"January 25, 2007",Nate Marquardt,Dean Lister,4,0,53,18,2,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6485,UFC Fight Night: Evans vs Salmon,"January 25, 2007",Joshua Burkman,Chad Reiner,0,0,27,6,9,1,0,2,Welterweight,U-DEC,U-DEC,3,5:00
6486,UFC Fight Night: Evans vs Salmon,"January 25, 2007",Ed Herman,Chris Price,0,0,5,5,1,0,1,1,Middleweight,SUB,Armbar,1,2:58
6487,UFC Fight Night: Evans vs Salmon,"January 25, 2007",Din Thomas,Clay Guida,0,0,33,33,0,5,1,0,Lightweight,U-DEC,U-DEC,3,5:00
6488,UFC Fight Night: Evans vs Salmon,"January 25, 2007",Rich Clementi,Ross Pointon,0,0,23,23,1,0,1,0,Welterweight,SUB,RearNakedChoke,2,4:53
6489,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Chuck Liddell,Tito Ortiz,1,0,49,21,0,1,0,0,Light Heavyweight,KO/TKO,Punches,3,3:59
6490,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Keith Jardine,Forrest Griffin,0,0,36,17,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:41
6491,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Jason MacDonald,Chris Leben,0,0,9,15,1,2,1,0,Middleweight,SUB,GuillotineChoke,2,4:03
6492,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Andrei Arlovski,Marcio Cruz,0,0,7,0,0,0,1,2,Heavyweight,KO/TKO,Punches,1,3:15
6493,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Michael Bisping,Eric Schafer,0,0,19,3,0,3,0,2,Light Heavyweight,KO/TKO,Punches,1,4:24
6494,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Thiago Alves,Tony DeSouza,2,0,26,1,0,0,1,0,Welterweight,KO/TKO,OKnee,2,1:10
6495,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Gabriel Gonzaga,Carmelo Marrero,0,0,4,1,1,0,3,0,Heavyweight,SUB,Armbar,1,3:22
6496,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Yushin Okami,Rory Singer,0,0,35,28,3,0,0,0,Middleweight,KO/TKO,Punches,3,4:03
6497,UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Christian Wellisch,Anthony Perosh,1,1,61,48,1,3,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
6498,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Diego Sanchez,Joe Riggs,2,0,6,3,0,0,0,0,Welterweight,KO/TKO,FlyingKnee,1,1:45
6499,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Josh Koscheck,Jeff Joslin,0,0,14,18,6,0,1,1,Welterweight,U-DEC,U-DEC,3,5:00
6500,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Karo Parisyan,Drew Fickett,0,0,56,47,3,1,0,0,Welterweight,U-DEC,U-DEC,3,5:00
6501,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Marcus Davis,Shonie Carter,1,0,54,27,1,0,2,0,Welterweight,U-DEC,U-DEC,3,5:00
6502,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",David Heath,Victor Valimaki,0,0,44,66,0,1,0,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
6503,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Alan Belcher,Jorge Santiago,1,0,29,14,1,0,2,3,Middleweight,KO/TKO,OKick,3,2:45
6504,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Luigi Fioravanti,Dave Menne,1,0,23,8,1,0,0,2,Welterweight,KO/TKO,Punches,1,4:44
6505,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Brock Larson,Keita Nakamura,0,0,22,16,5,0,0,1,Welterweight,U-DEC,U-DEC,3,5:00
6506,UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Logan Clark,Steve Byrnes,0,0,40,18,0,3,2,4,Middleweight,U-DEC,U-DEC,3,5:00
6507,UFC 65: Bad Intentions,"November 18, 2006",Georges St-Pierre,Matt Hughes,2,0,45,10,1,0,0,0,Welterweight,KO/TKO,OKick,2,1:25
6508,UFC 65: Bad Intentions,"November 18, 2006",Tim Sylvia,Jeff Monson,0,0,49,12,0,1,1,2,Heavyweight,U-DEC,U-DEC,5,5:00
6509,UFC 65: Bad Intentions,"November 18, 2006",Drew McFedries,Alessio Sakara,1,0,30,32,1,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:07
6510,UFC 65: Bad Intentions,"November 18, 2006",Brandon Vera,Frank Mir,0,0,15,2,0,0,0,0,Heavyweight,KO/TKO,Punches,1,1:09
6511,UFC 65: Bad Intentions,"November 18, 2006",Joe Stevenson,Dokonjonosuke Mishima,0,0,1,1,0,1,3,0,Lightweight,SUB,GuillotineChoke,1,2:07
6512,UFC 65: Bad Intentions,"November 18, 2006",Nick Diaz,Gleison Tibau,0,0,24,0,0,0,1,1,Welterweight,KO/TKO,Punches,2,2:27
6513,UFC 65: Bad Intentions,"November 18, 2006",Antoni Hardonk,Sherman Pendergarst,1,0,10,4,0,1,0,0,Heavyweight,KO/TKO,Punch,1,3:15
6514,UFC 65: Bad Intentions,"November 18, 2006",James Irvin,Hector Ramirez,1,0,17,33,0,3,0,1,Light Heavyweight,KO/TKO,Punch,2,2:36
6515,UFC 65: Bad Intentions,"November 18, 2006",Jake O'Brien,Josh Shockman,0,0,13,13,10,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
6516,The Ultimate Fighter: The Comeback Finale,"November 11, 2006",Matt Serra,Chris Lytle,0,0,20,42,1,1,0,0,Welterweight,S-DEC,S-DEC,3,5:00
6517,The Ultimate Fighter: The Comeback Finale,"November 11, 2006",Travis Lutter,Patrick Cote,0,0,0,0,1,0,1,0,Middleweight,SUB,Armbar,1,2:18
6518,The Ultimate Fighter: The Comeback Finale,"November 11, 2006",Din Thomas,Rich Clementi,1,0,33,22,1,1,1,0,Lightweight,SUB,RearNakedChoke,2,3:11
6519,The Ultimate Fighter: The Comeback Finale,"November 11, 2006",Jorge Rivera,Edwin DeWees,1,0,24,6,0,0,0,0,Middleweight,KO/TKO,Punches,1,2:37
6520,The Ultimate Fighter: The Comeback Finale,"November 11, 2006",Pete Spratt,Jeremy Jackson,0,0,12,5,0,2,0,0,Welterweight,SUB,Injury,2,1:11
6521,The Ultimate Fighter: The Comeback Finale,"November 11, 2006",Scott Smith,Pete Sell,2,0,26,32,0,0,0,0,Middleweight,KO/TKO,Punch,2,3:25
6522,The Ultimate Fighter: The Comeback Finale,"November 11, 2006",Charles McCarthy,Gideon Ray,0,0,2,9,1,0,1,0,Middleweight,SUB,Armbar,1,4:43
6523,The Ultimate Fighter: The Comeback Finale,"November 11, 2006",Martin Kampmann,Thales Leites,1,1,101,46,0,1,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6524,UFC 64: Unstoppable,"October 14, 2006",Anderson Silva,Rich Franklin,1,0,31,10,0,0,0,0,Middleweight,KO/TKO,Knees,1,2:59
6525,UFC 64: Unstoppable,"October 14, 2006",Sean Sherk,Kenny Florian,0,0,60,23,8,0,1,4,Lightweight,U-DEC,U-DEC,5,5:00
6526,UFC 64: Unstoppable,"October 14, 2006",Jon Fitch,Kuniyoshi Hironaka,0,0,44,4,5,0,0,2,Welterweight,U-DEC,U-DEC,3,5:00
6527,UFC 64: Unstoppable,"October 14, 2006",Carmelo Marrero,Cheick Kongo,0,0,16,18,6,0,0,2,Heavyweight,S-DEC,S-DEC,3,5:00
6528,UFC 64: Unstoppable,"October 14, 2006",Spencer Fisher,Dan Lauzon,1,0,13,8,0,2,0,0,Lightweight,KO/TKO,Punches,1,4:38
6529,UFC 64: Unstoppable,"October 14, 2006",Yushin Okami,Kalib Starnes,0,0,39,19,3,0,1,1,Middleweight,KO/TKO,Punches,3,1:40
6530,UFC 64: Unstoppable,"October 14, 2006",Clay Guida,Justin James,0,0,26,13,2,0,2,1,Lightweight,SUB,RearNakedChoke,2,4:42
6531,UFC 64: Unstoppable,"October 14, 2006",Kurt Pellegrino,Junior Assuncao,0,0,5,1,1,0,1,0,Lightweight,SUB,RearNakedChoke,1,2:04
6532,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Tito Ortiz,Ken Shamrock,0,0,18,0,1,0,0,0,Light Heavyweight,KO/TKO,Punches,1,2:23
6533,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Kendall Grove,Chris Price,0,0,13,5,1,0,1,0,Middleweight,KO/TKO,Elbows,1,3:59
6534,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Jason MacDonald,Ed Herman,0,0,5,2,0,1,2,0,Middleweight,SUB,TriangleChoke,1,2:43
6535,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Matt Hamill,Seth Petruzelli,0,1,14,25,7,0,0,1,Light Heavyweight,U-DEC,U-DEC,3,5:00
6536,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Nate Marquardt,Crafton Wallace,0,0,13,4,2,0,2,0,Middleweight,SUB,RearNakedChoke,2,1:14
6537,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Tony DeSouza,Dustin Hazelett,0,0,5,1,1,0,1,1,Welterweight,SUB,Kimura,1,3:59
6538,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Rory Singer,Josh Haynes,0,1,50,23,0,1,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6539,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Thiago Alves,John Alessio,0,0,63,13,0,2,0,0,Welterweight,U-DEC,U-DEC,3,5:00
6540,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006",Marcus Davis,Forrest Petz,0,0,33,5,0,0,1,0,Welterweight,SUB,GuillotineChoke,1,4:58
6541,UFC 63: Hughes vs Penn,"September 23, 2006",Matt Hughes,BJ Penn,0,0,35,17,1,0,0,2,Welterweight,KO/TKO,Punches,3,3:53
6542,UFC 63: Hughes vs Penn,"September 23, 2006",Mike Swick,David Loiseau,0,0,32,36,3,1,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6543,UFC 63: Hughes vs Penn,"September 23, 2006",Melvin Guillard,Gabe Ruediger,2,0,20,7,3,2,0,0,Lightweight,KO/TKO,Punch,2,1:01
6544,UFC 63: Hughes vs Penn,"September 23, 2006",Rashad Evans,Jason Lambert,0,0,25,6,8,0,0,3,Light Heavyweight,KO/TKO,Punches,2,2:22
6545,UFC 63: Hughes vs Penn,"September 23, 2006",Joe Lauzon,Jens Pulver,1,0,9,0,1,0,0,0,Lightweight,KO/TKO,Punch,1,0:48
6546,UFC 63: Hughes vs Penn,"September 23, 2006",Roger Huerta,Jason Dent,0,0,71,38,6,0,0,3,Lightweight,U-DEC,U-DEC,3,5:00
6547,UFC 63: Hughes vs Penn,"September 23, 2006",Eddie Sanchez,Mario Neto,1,0,10,10,0,1,0,0,Heavyweight,KO/TKO,Punch,2,0:17
6548,UFC 63: Hughes vs Penn,"September 23, 2006",Jorge Gurgel,Danny Abbadi,0,0,58,56,1,0,1,0,Lightweight,S-DEC,S-DEC,3,5:00
6549,UFC 63: Hughes vs Penn,"September 23, 2006",Tyson Griffin,David Lee,0,0,0,1,1,0,1,0,Lightweight,SUB,RearNakedChoke,1,1:50
6550,UFC 62: Liddell vs Sobral,"August 26, 2006",Chuck Liddell,Renato Sobral,2,0,17,1,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,1:35
6551,UFC 62: Liddell vs Sobral,"August 26, 2006",Forrest Griffin,Stephan Bonnar,0,0,83,41,0,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
6552,UFC 62: Liddell vs Sobral,"August 26, 2006",Nick Diaz,Josh Neer,0,0,75,25,3,0,1,0,Welterweight,SUB,Kimura,3,1:42
6553,UFC 62: Liddell vs Sobral,"August 26, 2006",Cheick Kongo,Christian Wellisch,1,0,17,0,0,1,0,1,Heavyweight,KO/TKO,OKnee,1,2:51
6554,UFC 62: Liddell vs Sobral,"August 26, 2006",Hermes Franca,Jamie Varner,0,0,22,18,1,9,3,0,Lightweight,SUB,Armbar,3,3:31
6555,UFC 62: Liddell vs Sobral,"August 26, 2006",Eric Schafer,Rob MacDonald,0,0,7,2,0,0,2,0,Light Heavyweight,SUB,ArmTriangle,1,2:26
6556,UFC 62: Liddell vs Sobral,"August 26, 2006",Wilson Gouveia,Wes Combs,0,0,9,10,1,0,1,0,Light Heavyweight,SUB,RearNakedChoke,1,3:23
6557,UFC 62: Liddell vs Sobral,"August 26, 2006",David Heath,Cory Walmsley,0,0,3,2,1,0,3,0,Light Heavyweight,SUB,RearNakedChoke,1,2:32
6558,UFC 62: Liddell vs Sobral,"August 26, 2006",Yushin Okami,Alan Belcher,0,0,12,8,5,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
6559,UFC Fight Night 6,"August 17, 2006",Diego Sanchez,Karo Parisyan,0,0,66,36,3,9,1,0,Welterweight,U-DEC,U-DEC,3,5:00
6560,UFC Fight Night 6,"August 17, 2006",Chris Leben,Jorge Santiago,1,0,9,6,1,1,0,0,Middleweight,KO/TKO,Punches,2,0:35
6561,UFC Fight Night 6,"August 17, 2006",Dean Lister,Yuki Sasaki,0,0,24,26,5,0,2,0,Middleweight,U-DEC,U-DEC,3,5:00
6562,UFC Fight Night 6,"August 17, 2006",Josh Koscheck,Jonathan Goulet,1,0,23,1,1,0,1,0,Welterweight,KO/TKO,Punches,1,4:10
6563,UFC Fight Night 6,"August 17, 2006",Martin Kampmann,Crafton Wallace,0,0,19,1,1,0,1,0,Middleweight,SUB,RearNakedChoke,1,2:59
6564,UFC Fight Night 6,"August 17, 2006",Joe Riggs,Jason Von Flue,0,0,1,0,1,0,1,0,Welterweight,SUB,TriangleChoke,1,2:01
6565,UFC Fight Night 6,"August 17, 2006",Jake O'Brien,Kristof Midoux,0,0,25,2,3,0,0,0,Heavyweight,KO/TKO,Punches,2,0:52
6566,UFC Fight Night 6,"August 17, 2006",Forrest Petz,Sammy Morgan,5,0,45,8,6,0,0,1,Welterweight,U-DEC,U-DEC,3,5:00
6567,UFC Fight Night 6,"August 17, 2006",Anthony Torres,Pat Healy,0,0,11,13,0,0,1,0,Welterweight,SUB,RearNakedChoke,1,2:37
6568,UFC 61: Bitter Rivals,"July 08, 2006",Tim Sylvia,Andrei Arlovski,0,0,97,66,0,0,0,0,Heavyweight,U-DEC,U-DEC,5,5:00
6569,UFC 61: Bitter Rivals,"July 08, 2006",Joshua Burkman,Josh Neer,1,0,35,19,4,1,0,1,Welterweight,U-DEC,U-DEC,3,5:00
6570,UFC 61: Bitter Rivals,"July 08, 2006",Tito Ortiz,Ken Shamrock,0,0,11,0,1,0,0,0,Light Heavyweight,KO/TKO,Elbows,1,1:18
6571,UFC 61: Bitter Rivals,"July 08, 2006",Frank Mir,Dan Christison,0,0,53,48,3,0,0,1,Heavyweight,U-DEC,U-DEC,3,5:00
6572,UFC 61: Bitter Rivals,"July 08, 2006",Joe Stevenson,Yves Edwards,0,1,28,18,3,0,1,2,Lightweight,KO/TKO,KO/TKO,2,5:00
6573,UFC 61: Bitter Rivals,"July 08, 2006",Hermes Franca,Joe Jordan,0,0,46,20,3,0,1,0,Catch Weight,SUB,TriangleChoke,3,0:47
6574,UFC 61: Bitter Rivals,"July 08, 2006",Jeff Monson,Anthony Perosh,1,0,18,8,0,0,0,0,Heavyweight,KO/TKO,Punches,1,2:42
6575,UFC 61: Bitter Rivals,"July 08, 2006",Cheick Kongo,Gilbert Aldana,0,0,24,6,1,2,0,0,Heavyweight,KO/TKO,KO/TKO,1,4:13
6576,UFC 61: Bitter Rivals,"July 08, 2006",Drew Fickett,Kurt Pellegrino,0,0,18,25,1,5,2,0,Welterweight,SUB,RearNakedChoke,3,1:20
6577,UFC Fight Night 5,"June 28, 2006",Jonathan Goulet,Luke Cummo,0,2,18,13,6,0,0,3,Welterweight,M-DEC,M-DEC,3,5:00
6578,UFC Fight Night 5,"June 28, 2006",Anderson Silva,Chris Leben,2,0,17,1,0,0,0,0,Middleweight,KO/TKO,Punches,1,0:49
6579,UFC Fight Night 5,"June 28, 2006",Rashad Evans,Stephan Bonnar,0,0,17,12,7,0,0,2,Light Heavyweight,M-DEC,M-DEC,3,5:00
6580,UFC Fight Night 5,"June 28, 2006",Mark Hominick,Jorge Gurgel,0,0,43,36,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
6581,UFC Fight Night 5,"June 28, 2006",Josh Koscheck,Dave Menne,0,0,45,13,4,1,1,5,Welterweight,U-DEC,U-DEC,3,5:00
6582,UFC Fight Night 5,"June 28, 2006",Jason Lambert,Branden Lee Hinkle,0,0,44,4,0,3,1,0,Light Heavyweight,KO/TKO,Punches,1,5:00
6583,UFC Fight Night 5,"June 28, 2006",Jon Fitch,Thiago Alves,1,0,51,1,3,1,2,3,Welterweight,KO/TKO,OKick,2,4:37
6584,UFC Fight Night 5,"June 28, 2006",Rob MacDonald,Kristian Rothaermel,0,0,10,3,4,0,3,0,Light Heavyweight,SUB,Armbar,1,4:01
6585,UFC Fight Night 5,"June 28, 2006",Jorge Santiago,Justin Levens,1,0,9,0,1,0,0,0,Middleweight,KO/TKO,OKnee,1,2:13
6586,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",Kenny Florian,Sam Stout,0,0,5,0,1,0,1,0,Lightweight,SUB,RearNakedChoke,1,1:46
6587,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",Michael Bisping,Josh Haynes,2,0,41,8,4,0,4,0,Light Heavyweight,KO/TKO,Punches,2,4:14
6588,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",Kendall Grove,Ed Herman,0,0,25,33,0,5,6,2,Middleweight,U-DEC,U-DEC,3,5:00
6589,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",Keith Jardine,Wilson Gouveia,0,0,67,48,1,1,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
6590,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",Rory Singer,Ross Pointon,0,1,2,4,0,0,1,0,Middleweight,SUB,TriangleChoke,1,0:44
6591,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",Kalib Starnes,Danny Abbadi,0,0,21,3,1,0,1,0,Middleweight,SUB,RearNakedChoke,1,2:56
6592,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",Luigi Fioravanti,Solomon Hutcherson,1,0,11,11,1,1,0,0,Middleweight,KO/TKO,Punch,1,4:15
6593,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",Matt Hamill,Jesse Forbes,0,0,33,9,1,0,0,0,Light Heavyweight,KO/TKO,Elbows,1,4:47
